RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,DateOfBirth,OpenAccountDate,CurrentAccountNumber,CreditCardAccountNumber,Balance,BalanceDate,EstimatedSalary
7614,15768449,Ricci,634,France,Female,1/22/1985,1/13/2015,300000015768449,CRE00000015768449T11111,51582.5,1/1/2023,184312.88
7615,15725002,Smith,749,France,Male,1/3/1985,1/7/2015,300000015725002,CRE00000015725002T11111,0,1/1/2023,20306.79
7616,15611682,Rossi,590,Spain,Male,1/17/1985,1/6/2016,300000015611682,CRE00000015611682T11111,169902.92,1/1/2023,128256.18
7617,15749964,Jones,610,France,Female,1/13/1995,1/17/2018,300000015749964,CRE00000015749964T11111,87262.4,1/1/2023,182720.07
7618,15678779,Quezada,502,France,Male,1/6/1989,1/11/2015,300000015678779,CRE00000015678779T11111,0,1/1/2023,4082.52
7619,15752601,McCulloch,578,France,Female,1/21/1982,1/13/2015,300000015752601,CRE00000015752601T11111,0,1/1/2023,102233.73
7620,15758477,Tobeolisa,547,France,Female,1/13/1990,1/19/2020,300000015758477,CRE00000015758477T11111,0,1/1/2023,132002.83
7621,15629133,Black,579,France,Female,1/3/1995,1/7/2013,300000015629133,CRE00000015629133T11111,0,1/1/2023,126838.7
7622,15604963,Fraser,661,France,Male,1/7/1983,1/2/2017,300000015604963,CRE00000015604963T11111,0,1/1/2023,181461.46
7623,15796413,Green,794,France,Male,1/21/1976,1/24/2016,300000015796413,CRE00000015796413T11111,0,1/1/2023,195325.74
7624,15812470,Allan,719,France,Male,1/7/1961,1/15/2017,300000015812470,CRE00000015812470T11111,0,1/1/2023,29132.43
7625,15587443,Akudinobi,728,France,Female,1/23/1953,1/20/2021,300000015587443,CRE00000015587443T11111,0,1/1/2023,131804.86
7626,15689692,Walker,598,Germany,Male,1/21/2003,1/13/2019,300000015689692,CRE00000015689692T11111,150348.37,1/1/2023,173784.04
7627,15779586,Olisaemeka,822,Germany,Female,1/24/1976,1/2/2019,300000015779586,CRE00000015779586T11111,115074.02,1/1/2023,26249.86
7628,15667588,Arcuri,670,Spain,Female,1/20/1982,1/9/2019,300000015667588,CRE00000015667588T11111,0,1/1/2023,182650.15
7629,15624423,Liu,850,France,Male,1/6/1994,1/8/2014,300000015624423,CRE00000015624423T11111,99986.98,1/1/2023,196582.55
7630,15591107,Flemming,723,Germany,Female,1/3/1954,1/13/2019,300000015591107,CRE00000015591107T11111,110357,1/1/2023,141977.54
7631,15748986,Bischof,705,Germany,Male,1/9/1980,1/3/2014,300000015748986,CRE00000015748986T11111,166685.92,1/1/2023,55313.51
7632,15793896,John,677,Spain,Male,1/22/1982,1/7/2015,300000015793896,CRE00000015793896T11111,95312.8,1/1/2023,62944.75
7633,15620570,Sinnett,736,France,Male,1/3/1979,1/25/2018,300000015620570,CRE00000015620570T11111,202443.47,1/1/2023,72375.03
7634,15727811,Ts'ui,661,Germany,Female,1/13/1975,1/10/2022,300000015727811,CRE00000015727811T11111,109493.62,1/1/2023,188324.01
7635,15707681,Pokrovsky,501,Germany,Male,1/5/1984,1/3/2013,300000015707681,CRE00000015707681T11111,88977.39,1/1/2023,133403.07
7636,15702030,Azarov,516,France,Female,1/2/1993,1/26/2020,300000015702030,CRE00000015702030T11111,104982.57,1/1/2023,157378.5
7637,15673238,McCarthy,517,Germany,Female,1/27/1963,1/8/2014,300000015673238,CRE00000015673238T11111,154110.99,1/1/2023,101240.08
7638,15604196,Simpson,766,France,Male,1/2/1990,1/7/2016,300000015604196,CRE00000015604196T11111,185714.28,1/1/2023,102502.5
7639,15769356,Stevenson,520,Germany,Female,1/12/1999,1/7/2019,300000015769356,CRE00000015769356T11111,116022.53,1/1/2023,37577.66
7640,15665590,Moore,541,France,Male,1/2/1976,1/1/2016,300000015665590,CRE00000015665590T11111,0,1/1/2023,83456.67
7641,15572361,Chill,790,Germany,Female,1/22/1988,1/3/2020,300000015572361,CRE00000015572361T11111,164011.48,1/1/2023,199420.41
7642,15667460,Moore,797,France,Male,1/4/1991,1/5/2013,300000015667460,CRE00000015667460T11111,0,1/1/2023,24748.89
7643,15654760,Su,811,France,Male,1/22/1982,1/11/2021,300000015654760,CRE00000015654760T11111,101514.89,1/1/2023,121765
7644,15632669,Rees,722,Spain,Female,1/24/1990,1/21/2018,300000015632669,CRE00000015632669T11111,0,1/1/2023,113666.48
7645,15613673,Lung,675,France,Male,1/25/1994,1/9/2013,300000015613673,CRE00000015613673T11111,0,1/1/2023,134110.93
7646,15698522,Thomas,660,Germany,Male,1/10/1983,1/20/2013,300000015698522,CRE00000015698522T11111,134599.33,1/1/2023,183095.87
7647,15741633,Fuller,566,Spain,Male,1/2/1990,1/13/2012,300000015741633,CRE00000015741633T11111,147511.26,1/1/2023,159891.03
7648,15674583,Trevisani,768,France,Male,1/27/1997,1/16/2022,300000015674583,CRE00000015674583T11111,78396.08,1/1/2023,8316.19
7649,15665374,Dumolo,610,Spain,Female,1/14/1991,1/18/2017,300000015665374,CRE00000015665374T11111,0,1/1/2023,63736.36
7650,15588854,Wu,715,France,Female,1/6/1991,1/26/2019,300000015588854,CRE00000015588854T11111,110581.29,1/1/2023,94715.24
7651,15810716,Kerr,750,Germany,Male,1/3/1980,1/8/2014,300000015810716,CRE00000015810716T11111,151836.36,1/1/2023,68695.38
7652,15776921,Geoghegan,431,Germany,Male,1/14/1977,1/12/2017,300000015776921,CRE00000015776921T11111,83624.55,1/1/2023,36899.62
7653,15569394,Bailey,704,France,Male,1/10/1998,1/14/2020,300000015569394,CRE00000015569394T11111,148197.15,1/1/2023,182775.08
7654,15788215,Hsia,535,Spain,Female,1/15/1992,1/24/2017,300000015788215,CRE00000015788215T11111,122924.75,1/1/2023,62390.59
7655,15641007,Holden,614,France,Female,1/18/1984,1/8/2018,300000015641007,CRE00000015641007T11111,72594,1/1/2023,76042.48
7656,15594651,Milani,748,France,Male,1/3/1984,1/20/2018,300000015594651,CRE00000015594651T11111,115221.36,1/1/2023,70956.75
7657,15575146,Jamieson,492,Germany,Male,1/2/1971,1/7/2014,300000015575146,CRE00000015575146T11111,117808.74,1/1/2023,67311.12
7658,15608916,Ndubueze,573,France,Male,1/22/1982,1/20/2015,300000015608916,CRE00000015608916T11111,147754.68,1/1/2023,110454.46
7659,15666297,Abramova,706,Spain,Female,1/22/1969,1/2/2019,300000015666297,CRE00000015666297T11111,0,1/1/2023,88479.02
7660,15598586,Wetherspoon,680,France,Male,1/11/1991,1/23/2012,300000015598586,CRE00000015598586T11111,113292.17,1/1/2023,122639.73
7661,15665014,Middleton,458,Spain,Male,1/18/1986,1/6/2017,300000015665014,CRE00000015665014T11111,0,1/1/2023,79723.78
7662,15701738,Arcuri,612,Germany,Male,1/1/1978,1/3/2020,300000015701738,CRE00000015701738T11111,115163.38,1/1/2023,97677.52
7663,15650591,Calabrese,809,Germany,Male,1/3/1972,1/6/2012,300000015650591,CRE00000015650591T11111,118098.62,1/1/2023,100720.02
7664,15652667,Hampton,590,France,Male,1/17/1983,1/12/2013,300000015652667,CRE00000015652667T11111,0,1/1/2023,104730.52
7665,15679622,Clayton,602,France,Male,1/18/1987,1/26/2014,300000015679622,CRE00000015679622T11111,0,1/1/2023,22499.29
7666,15730150,Otutodilichukwu,540,Spain,Male,1/17/1985,1/13/2022,300000015730150,CRE00000015730150T11111,120825.7,1/1/2023,28257.89
7667,15813192,Chukwuemeka,494,France,Male,1/19/1997,1/22/2016,300000015813192,CRE00000015813192T11111,0,1/1/2023,109988.09
7668,15606554,Douglas,797,France,Male,1/9/1993,1/17/2021,300000015606554,CRE00000015606554T11111,0,1/1/2023,149991.32
7669,15611794,Galloway,526,Germany,Male,1/13/1961,1/23/2016,300000015611794,CRE00000015611794T11111,133845.28,1/1/2023,45180.8
7670,15672357,Sochima,631,Spain,Male,1/23/1984,1/14/2015,300000015672357,CRE00000015672357T11111,0,1/1/2023,181605.85
7671,15711759,Wilkins,576,France,Female,1/14/1993,1/20/2017,300000015711759,CRE00000015711759T11111,108541.04,1/1/2023,126469.09
7672,15615296,Rice,405,France,Male,1/7/1983,1/1/2012,300000015615296,CRE00000015615296T11111,0,1/1/2023,160810.85
7673,15699294,Pope,555,France,Male,1/6/1992,1/27/2021,300000015699294,CRE00000015699294T11111,0,1/1/2023,88146.86
7674,15788634,Romani,750,Spain,Female,1/9/1985,1/23/2020,300000015788634,CRE00000015788634T11111,113817.06,1/1/2023,88333.74
7675,15660871,Ch'ang,665,France,Male,1/27/1994,1/5/2014,300000015660871,CRE00000015660871T11111,137300.23,1/1/2023,90174.83
7676,15618258,Chizuoke,640,Spain,Male,1/20/1985,1/10/2017,300000015618258,CRE00000015618258T11111,158024.38,1/1/2023,81298.09
7677,15722535,Ireland,457,France,Female,1/20/1989,1/3/2015,300000015722535,CRE00000015722535T11111,127837.54,1/1/2023,60013.17
7678,15711977,Finch,695,France,Male,1/19/1986,1/26/2018,300000015711977,CRE00000015711977T11111,161533,1/1/2023,100940.91
7679,15690169,Meng,645,France,Male,1/11/1991,1/25/2015,300000015690169,CRE00000015690169T11111,161171.7,1/1/2023,12599.94
7680,15790689,Hibbins,647,Spain,Male,1/25/1990,1/5/2013,300000015790689,CRE00000015790689T11111,80958.36,1/1/2023,128590.73
7681,15665181,Chung,808,Spain,Male,1/24/1997,1/15/2015,300000015665181,CRE00000015665181T11111,0,1/1/2023,23180.37
7682,15633608,Black,641,France,Male,1/10/1989,1/2/2020,300000015633608,CRE00000015633608T11111,146193.6,1/1/2023,55796.83
7683,15805261,Balashov,700,Spain,Male,1/18/1993,1/22/2014,300000015805261,CRE00000015805261T11111,0,1/1/2023,152097.02
7684,15740356,Palmer,660,Germany,Male,1/11/1996,1/10/2018,300000015740356,CRE00000015740356T11111,115021.76,1/1/2023,162443.05
7685,15808223,Lea,615,Spain,Male,1/10/1981,1/11/2021,300000015808223,CRE00000015808223T11111,126773.43,1/1/2023,55551.26
7686,15769980,Singleton,705,Germany,Female,1/25/1982,1/6/2019,300000015769980,CRE00000015769980T11111,92889.91,1/1/2023,109496.69
7687,15675450,Burt,718,France,Male,1/7/1974,1/6/2013,300000015675450,CRE00000015675450T11111,0,1/1/2023,72105.63
7688,15776494,Siciliano,754,France,Male,1/9/1961,1/8/2017,300000015776494,CRE00000015776494T11111,146622.35,1/1/2023,41815.22
7689,15592412,Sun,713,Germany,Male,1/17/1977,1/25/2018,300000015592412,CRE00000015592412T11111,131038.14,1/1/2023,74005.04
7690,15777452,Sauve,587,France,Female,1/19/1976,1/27/2016,300000015777452,CRE00000015777452T11111,88820.29,1/1/2023,70224.34
7691,15692258,Thompson,569,Spain,Male,1/13/1991,1/11/2021,300000015692258,CRE00000015692258T11111,115406.97,1/1/2023,145528.22
7692,15791045,Boni,568,France,Female,1/18/1984,1/17/2019,300000015791045,CRE00000015791045T11111,132951.92,1/1/2023,124486.28
7693,15807889,Wood,634,Germany,Male,1/7/1948,1/25/2017,300000015807889,CRE00000015807889T11111,108891.7,1/1/2023,10078.02
7694,15602043,Buccho,770,Germany,Female,1/27/1976,1/21/2017,300000015602043,CRE00000015602043T11111,141788.63,1/1/2023,164967.21
7695,15807335,Spencer,676,Spain,Female,1/14/1958,1/22/2018,300000015807335,CRE00000015807335T11111,116954.32,1/1/2023,91149.48
7696,15629985,Eidson,723,Germany,Female,1/6/1975,1/17/2012,300000015629985,CRE00000015629985T11111,90450,1/1/2023,103379.31
7697,15679453,Hung,614,Germany,Female,1/1/1983,1/11/2014,300000015679453,CRE00000015679453T11111,125997.22,1/1/2023,128049.34
7698,15637315,Melvin,601,Spain,Female,1/1/1981,1/4/2019,300000015637315,CRE00000015637315T11111,0,1/1/2023,54342.83
7699,15691513,Dawkins,592,France,Male,1/9/1962,1/14/2013,300000015691513,CRE00000015691513T11111,0,1/1/2023,13614.01
7700,15622289,Rizzo,605,Spain,Female,1/26/1986,1/25/2013,300000015622289,CRE00000015622289T11111,0,1/1/2023,35521.63
7701,15715184,Capon,752,Spain,Female,1/16/1991,1/14/2018,300000015715184,CRE00000015715184T11111,144637.86,1/1/2023,40496.72
7702,15702801,Ts'ao,677,France,Female,1/15/1993,1/16/2019,300000015702801,CRE00000015702801T11111,86616.35,1/1/2023,91903.9
7703,15719931,Johnstone,850,France,Male,1/2/1991,1/20/2014,300000015719931,CRE00000015719931T11111,0,1/1/2023,178667.7
7704,15806081,Fleming,608,Germany,Female,1/10/1974,1/2/2020,300000015806081,CRE00000015806081T11111,127924.25,1/1/2023,32202.61
7705,15796336,Chang,786,Spain,Female,1/8/1988,1/4/2013,300000015796336,CRE00000015796336T11111,0,1/1/2023,117034.32
7706,15647306,Gibbs,777,France,Female,1/7/1993,1/14/2013,300000015647306,CRE00000015647306T11111,131240.61,1/1/2023,163746.09
7707,15742369,Rita,667,Spain,Male,1/19/1991,1/25/2017,300000015742369,CRE00000015742369T11111,0,1/1/2023,20346.69
7708,15655859,Munro,848,Spain,Male,1/4/1987,1/19/2017,300000015655859,CRE00000015655859T11111,120046.74,1/1/2023,84710.65
7709,15675650,Duncan,486,France,Female,1/12/1983,1/9/2014,300000015675650,CRE00000015675650T11111,97819.36,1/1/2023,120531.31
7710,15574119,Okwuadigbo,598,Spain,Female,1/2/1958,1/8/2021,300000015574119,CRE00000015574119T11111,62979.93,1/1/2023,152273.57
7711,15754168,McIntosh,506,France,Female,1/9/1982,1/2/2019,300000015754168,CRE00000015754168T11111,0,1/1/2023,144345.58
7712,15763029,Ch'iu,612,Germany,Male,1/7/1976,1/17/2013,300000015763029,CRE00000015763029T11111,161450.03,1/1/2023,96961
7713,15765048,Watt,545,France,Male,1/8/1992,1/19/2019,300000015765048,CRE00000015765048T11111,0,1/1/2023,170307.43
7714,15786215,Udinese,793,France,Male,1/15/1966,1/4/2014,300000015786215,CRE00000015786215T11111,119496.25,1/1/2023,29880.99
7715,15707559,Clark,682,France,Female,1/17/1992,1/13/2013,300000015707559,CRE00000015707559T11111,0,1/1/2023,195104.91
7716,15582129,Hsia,517,France,Male,1/26/1960,1/19/2021,300000015582129,CRE00000015582129T11111,43772.66,1/1/2023,187756.24
7717,15687540,Obiuto,684,France,Male,1/15/1990,1/15/2013,300000015687540,CRE00000015687540T11111,100249.41,1/1/2023,67599.69
7718,15787196,T'ien,692,Spain,Male,1/7/1976,1/17/2020,300000015787196,CRE00000015787196T11111,0,1/1/2023,105983.09
7719,15670898,McKenzie,740,France,Female,1/14/1962,1/12/2017,300000015670898,CRE00000015670898T11111,108028.08,1/1/2023,25980.42
7720,15775433,Tang,666,Germany,Male,1/8/1951,1/5/2021,300000015775433,CRE00000015775433T11111,53013.29,1/1/2023,112222.64
7721,15700693,Tu,693,France,Male,1/12/1954,1/16/2020,300000015700693,CRE00000015700693T11111,0,1/1/2023,59864.96
7722,15677955,Tsui,757,Germany,Male,1/3/1989,1/27/2021,300000015677955,CRE00000015677955T11111,122088.67,1/1/2023,42581.09
7723,15570086,Lynch,684,Germany,Male,1/19/2004,1/12/2013,300000015570086,CRE00000015570086T11111,90544,1/1/2023,4777.23
7724,15794875,Hung,691,Spain,Male,1/19/1987,1/19/2016,300000015794875,CRE00000015794875T11111,0,1/1/2023,178038.17
7725,15673591,Oluchukwu,842,France,Male,1/18/1978,1/6/2019,300000015673591,CRE00000015673591T11111,141252.18,1/1/2023,128521.16
7726,15631756,Tuan,482,France,Female,1/5/1987,1/8/2017,300000015631756,CRE00000015631756T11111,147813.05,1/1/2023,109029.72
7727,15757617,Lewis,735,France,Male,1/9/1967,1/27/2016,300000015757617,CRE00000015757617T11111,134140.68,1/1/2023,2267.88
7728,15612729,Chidiebere,681,France,Female,1/14/1959,1/19/2015,300000015612729,CRE00000015612729T11111,0,1/1/2023,55054.48
7729,15637857,Woolacott,616,France,Female,1/6/1991,1/16/2014,300000015637857,CRE00000015637857T11111,0,1/1/2023,76456.17
7730,15681007,Yen,850,France,Female,1/21/1987,1/13/2020,300000015681007,CRE00000015681007T11111,128548.49,1/1/2023,75478.95
7731,15593622,Service,635,France,Male,1/26/1979,1/16/2012,300000015593622,CRE00000015593622T11111,122198.21,1/1/2023,179144.54
7732,15629273,Lin,638,Germany,Male,1/8/1980,1/18/2014,300000015629273,CRE00000015629273T11111,145177.84,1/1/2023,193471.74
7733,15765846,Chuang,820,Spain,Female,1/25/1991,1/22/2020,300000015765846,CRE00000015765846T11111,94222.53,1/1/2023,103570.8
7734,15596013,Akhtar,694,Germany,Female,1/13/1964,1/13/2021,300000015596013,CRE00000015596013T11111,143212.22,1/1/2023,102628.56
7735,15722473,Faulkner,713,France,Male,1/12/1981,1/20/2019,300000015722473,CRE00000015722473T11111,0,1/1/2023,55772.04
7736,15774936,Liang,543,Germany,Male,1/21/1981,1/23/2016,300000015774936,CRE00000015774936T11111,143350.41,1/1/2023,192070.16
7737,15685640,Dancy,649,France,Female,1/10/1981,1/15/2019,300000015685640,CRE00000015685640T11111,130931.83,1/1/2023,144808.37
7738,15566563,Duigan,777,France,Female,1/21/1992,1/27/2018,300000015566563,CRE00000015566563T11111,137851.31,1/1/2023,5008.23
7739,15768746,McLean,561,France,Male,1/22/1989,1/10/2016,300000015768746,CRE00000015768746T11111,0,1/1/2023,173680.39
7740,15689952,Zuyeva,724,Spain,Male,1/10/1981,1/1/2017,300000015689952,CRE00000015689952T11111,0,1/1/2023,115753.94
7741,15725906,Hankinson,665,Spain,Female,1/3/1971,1/1/2014,300000015725906,CRE00000015725906T11111,0,1/1/2023,38928.48
7742,15634501,Wei,441,France,Male,1/10/1962,1/15/2021,300000015634501,CRE00000015634501T11111,140614.15,1/1/2023,174381.23
7743,15571940,Afamefula,579,Spain,Male,1/15/2000,1/13/2019,300000015571940,CRE00000015571940T11111,118680.57,1/1/2023,49829.8
7744,15741643,Chiang,777,Germany,Male,1/13/1987,1/10/2015,300000015741643,CRE00000015741643T11111,122917.69,1/1/2023,76169.68
7745,15806822,Myers,739,France,Female,1/4/1986,1/23/2022,300000015806822,CRE00000015806822T11111,0,1/1/2023,133465.57
7746,15701166,Chinedum,660,France,Male,1/24/1982,1/25/2017,300000015701166,CRE00000015701166T11111,131754.11,1/1/2023,38761.61
7747,15718531,Ukaegbunam,554,France,Female,1/25/1987,1/25/2014,300000015718531,CRE00000015718531T11111,0,1/1/2023,176779.46
7748,15628308,Akubundu,850,France,Female,1/3/1998,1/23/2016,300000015628308,CRE00000015628308T11111,0,1/1/2023,13159.9
7749,15585287,Sal,842,Germany,Female,1/10/1987,1/15/2013,300000015585287,CRE00000015585287T11111,119948.09,1/1/2023,48217.97
7750,15781619,Stevenson,785,France,Female,1/4/1984,1/13/2021,300000015781619,CRE00000015781619T11111,0,1/1/2023,134964.85
7751,15805162,Sutherland,550,France,Male,1/12/1997,1/23/2022,300000015805162,CRE00000015805162T11111,0,1/1/2023,184221.11
7752,15588535,Ts'ao,750,Spain,Female,1/2/1983,1/10/2016,300000015588535,CRE00000015588535T11111,0,1/1/2023,19264.33
7753,15775307,Sung,490,Spain,Female,1/10/1984,1/6/2019,300000015775307,CRE00000015775307T11111,97266.1,1/1/2023,92797.23
7754,15777616,Pisani,605,Germany,Male,1/26/1994,1/17/2012,300000015777616,CRE00000015777616T11111,113690.83,1/1/2023,33114.24
7755,15692291,Hs?eh,563,Spain,Female,1/10/1980,1/1/2016,300000015692291,CRE00000015692291T11111,99056.22,1/1/2023,154347.95
7756,15680843,Sherrod,675,France,Male,1/19/1988,1/12/2014,300000015680843,CRE00000015680843T11111,0,1/1/2023,184842.21
7757,15606232,Holloway,621,Spain,Female,1/23/1986,1/21/2015,300000015606232,CRE00000015606232T11111,116338.68,1/1/2023,155743.48
7758,15641585,Newton,850,France,Male,1/18/1982,1/18/2016,300000015641585,CRE00000015641585T11111,97339.99,1/1/2023,88815.25
7759,15684358,Kang,711,France,Male,1/14/1981,1/3/2019,300000015684358,CRE00000015684358T11111,0,1/1/2023,193747.57
7760,15806389,Walton,549,Germany,Female,1/9/1967,1/26/2021,300000015806389,CRE00000015806389T11111,137592.31,1/1/2023,116548.02
7761,15641860,Bradley,764,Germany,Male,1/25/1988,1/14/2016,300000015641860,CRE00000015641860T11111,108760.27,1/1/2023,166324.79
7762,15814237,Watkins,627,Germany,Male,1/21/1992,1/12/2019,300000015814237,CRE00000015814237T11111,128770.88,1/1/2023,40199.01
7763,15808780,Tien,850,France,Female,1/27/1988,1/25/2020,300000015808780,CRE00000015808780T11111,0,1/1/2023,51919.04
7764,15767064,Davide,614,Spain,Female,1/25/1986,1/13/2021,300000015767064,CRE00000015767064T11111,44054.84,1/1/2023,73329.08
7765,15751177,Milne,685,Germany,Female,1/9/1978,1/10/2020,300000015751177,CRE00000015751177T11111,119657.53,1/1/2023,145387.05
7766,15613427,Barling,683,Germany,Female,1/17/1973,1/21/2015,300000015613427,CRE00000015613427T11111,108797.63,1/1/2023,140763.18
7767,15647259,Barnett,643,Spain,Male,1/15/1987,1/6/2020,300000015647259,CRE00000015647259T11111,0,1/1/2023,67979.35
7768,15748660,Ellis,561,Germany,Female,1/26/1973,1/24/2021,300000015748660,CRE00000015748660T11111,102025.32,1/1/2023,133051.64
7769,15726695,Hsia,601,Spain,Female,1/20/2002,1/16/2013,300000015726695,CRE00000015726695T11111,122446.61,1/1/2023,86791.9
7770,15757473,Chukwujamuike,766,France,Female,1/1/1995,1/24/2015,300000015757473,CRE00000015757473T11111,158786.67,1/1/2023,47579.25
7771,15809509,Venables,699,France,Male,1/13/1993,1/17/2019,300000015809509,CRE00000015809509T11111,125689.29,1/1/2023,151623.71
7772,15715512,Hsia,850,Germany,Male,1/10/1993,1/22/2021,300000015715512,CRE00000015715512T11111,154640.41,1/1/2023,164039.51
7773,15614168,Alexander,792,Germany,Female,1/21/1972,1/8/2018,300000015614168,CRE00000015614168T11111,146710.76,1/1/2023,16528.4
7774,15679818,Yuan,636,Germany,Male,1/18/1955,1/8/2015,300000015679818,CRE00000015679818T11111,136709.35,1/1/2023,66753.1
7775,15609928,Johnston,850,Germany,Male,1/18/1979,1/18/2017,300000015609928,CRE00000015609928T11111,129305.09,1/1/2023,19244.58
7776,15731246,Hobler,628,Spain,Male,1/10/1982,1/27/2012,300000015731246,CRE00000015731246T11111,0,1/1/2023,103832.58
7777,15685243,Jamieson,736,France,Female,1/27/1959,1/27/2012,300000015685243,CRE00000015685243T11111,0,1/1/2023,502.7
7778,15638730,Macleod,711,France,Female,1/27/2001,1/4/2022,300000015638730,CRE00000015638730T11111,82844.33,1/1/2023,1408.68
7779,15697034,Norris,583,Spain,Female,1/26/2000,1/15/2020,300000015697034,CRE00000015697034T11111,0,1/1/2023,5985.36
7780,15699225,Pirozzi,757,France,Male,1/27/1976,1/17/2022,300000015699225,CRE00000015699225T11111,0,1/1/2023,37460.05
7781,15677387,Folliero,749,Germany,Female,1/27/1989,1/22/2012,300000015677387,CRE00000015677387T11111,76692.22,1/1/2023,30396.43
7782,15759184,Russell,705,France,Male,1/7/1988,1/7/2015,300000015759184,CRE00000015759184T11111,117715.84,1/1/2023,2498.67
7783,15595991,Hsiung,585,France,Male,1/6/1968,1/9/2014,300000015595991,CRE00000015595991T11111,87105.32,1/1/2023,55346.14
7784,15681332,Tate,437,France,Female,1/15/1979,1/18/2016,300000015681332,CRE00000015681332T11111,0,1/1/2023,148330.97
7785,15756299,Davis,741,France,Female,1/15/1958,1/21/2020,300000015756299,CRE00000015756299T11111,69311.16,1/1/2023,59237.72
7786,15750547,Bair,738,France,Male,1/21/1996,1/10/2013,300000015750547,CRE00000015750547T11111,0,1/1/2023,48644.94
7787,15566380,Drury,586,Spain,Female,1/25/1989,1/15/2012,300000015566380,CRE00000015566380T11111,66948.67,1/1/2023,140759.03
7788,15675963,Padovano,627,France,Female,1/18/1965,1/17/2013,300000015675963,CRE00000015675963T11111,0,1/1/2023,107712.42
7789,15674671,Conway,551,Spain,Male,1/9/1946,1/7/2020,300000015674671,CRE00000015674671T11111,128410.71,1/1/2023,181718.73
7790,15621466,Waters,606,Germany,Male,1/7/1984,1/26/2019,300000015621466,CRE00000015621466T11111,99897.53,1/1/2023,37054.65
7791,15607176,Kang,674,France,Male,1/10/2000,1/16/2019,300000015607176,CRE00000015607176T11111,0,1/1/2023,173940.59
7792,15570299,Martin,584,Germany,Female,1/13/1991,1/12/2016,300000015570299,CRE00000015570299T11111,152622.34,1/1/2023,99298.8
7793,15613197,Ugochukwutubelum,590,France,Male,1/26/1982,1/25/2014,300000015613197,CRE00000015613197T11111,0,1/1/2023,62933.03
7794,15798885,Burns,585,France,Male,1/15/1966,1/10/2018,300000015798885,CRE00000015798885T11111,138227.19,1/1/2023,55287.84
7795,15714883,Genovese,508,France,Female,1/20/1997,1/8/2020,300000015714883,CRE00000015714883T11111,111395.53,1/1/2023,48197.06
7796,15604497,Beale,458,Germany,Male,1/5/1978,1/25/2015,300000015604497,CRE00000015604497T11111,84386.57,1/1/2023,178642.73
7797,15773949,Cherkasova,692,France,Female,1/24/1986,1/12/2019,300000015773949,CRE00000015773949T11111,0,1/1/2023,8282.22
7798,15774164,Coles,502,Germany,Male,1/21/1989,1/6/2017,300000015774164,CRE00000015774164T11111,174673.65,1/1/2023,33300.56
7799,15774127,Potter,518,France,Male,1/7/1976,1/23/2019,300000015774127,CRE00000015774127T11111,0,1/1/2023,76515.79
7800,15619016,McMinn,660,Germany,Male,1/2/1976,1/27/2017,300000015619016,CRE00000015619016T11111,109019.65,1/1/2023,33680.56
7801,15795759,Bergamaschi,698,Germany,Female,1/19/1970,1/20/2021,300000015795759,CRE00000015795759T11111,107906.75,1/1/2023,168886.39
7802,15798844,Chijindum,678,France,Male,1/25/1968,1/7/2015,300000015798844,CRE00000015798844T11111,128914.97,1/1/2023,191746.23
7803,15717962,Ch'iu,773,Spain,Male,1/25/1959,1/27/2013,300000015717962,CRE00000015717962T11111,111179.83,1/1/2023,93091.02
7804,15691504,Yusupova,619,Germany,Female,1/11/1970,1/25/2014,300000015691504,CRE00000015691504T11111,124099.13,1/1/2023,23904.52
7805,15693893,Davis,684,Germany,Male,1/8/1963,1/12/2013,300000015693893,CRE00000015693893T11111,122471.09,1/1/2023,15807.07
7806,15672499,Iadanza,635,France,Male,1/24/1988,1/15/2019,300000015672499,CRE00000015672499T11111,134692.4,1/1/2023,83773.02
7807,15750410,Jordan,680,France,Female,1/22/1997,1/11/2018,300000015750410,CRE00000015750410T11111,123816.5,1/1/2023,90162.35
7808,15568904,Kruglova,608,Germany,Male,1/8/1988,1/24/2019,300000015568904,CRE00000015568904T11111,106288.54,1/1/2023,36639.25
7809,15649033,Echezonachukwu,603,Germany,Female,1/1/1967,1/20/2015,300000015649033,CRE00000015649033T11111,127723.25,1/1/2023,139469.11
7810,15780989,Hajek,579,Spain,Male,1/19/1979,1/21/2020,300000015780989,CRE00000015780989T11111,145843.82,1/1/2023,198402.37
7811,15771059,Welch,756,Germany,Female,1/24/1988,1/13/2020,300000015771059,CRE00000015771059T11111,148200.72,1/1/2023,194584.48
7812,15687852,Vinogradoff,611,France,Male,1/20/1992,1/20/2020,300000015687852,CRE00000015687852T11111,104145.65,1/1/2023,159629.64
7813,15695280,Hung,532,Germany,Male,1/3/1998,1/19/2014,300000015695280,CRE00000015695280T11111,142755.25,1/1/2023,34231.48
7814,15592751,Okwudiliolisa,684,Germany,Female,1/16/1959,1/22/2019,300000015592751,CRE00000015592751T11111,81245.79,1/1/2023,69643.31
7815,15598338,Mays,647,Germany,Female,1/27/1989,1/19/2019,300000015598338,CRE00000015598338T11111,168560.46,1/1/2023,90270.16
7816,15735784,Gardner,583,France,Male,1/11/1984,1/17/2014,300000015735784,CRE00000015735784T11111,0,1/1/2023,47848.56
7817,15629128,Mamelu,774,Germany,Male,1/4/1980,1/23/2020,300000015629128,CRE00000015629128T11111,132193.94,1/1/2023,162865.52
